Date,Treatment,Replicate,Family,Species,Length,count,Shape,N,r,L.min,L.max,a,b,%error,Familiy,weight
2022-11-28,BH,3,Labridae,Stethojulis strigiventer,5,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,2.060931741786726
2022-11-28,W,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,W,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,W,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,W,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,4,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,4,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,4,Labridae,Stethojulis strigiventer,4,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,1.0838339998240347
2022-11-28,W,4,Siganidae,Siganus fuscescens,4,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.7052192741610307
2022-11-28,BH,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,4,Syngnathidae,Corythoichthys sp.,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,4,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,4,Lethrinidae,Lethrinus atkinsoni,3,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.576794399822729
2022-11-28,DM,4,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,4,Lethrinidae,Lethrinus atkinsoni,1.5,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.06916227149721181
2022-11-28,DM,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,4,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,4,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Lethrinidae,Lethrinus variegatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Siganidae,Siganus fuscescens,4,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.7052192741610307
2022-11-28,W,5,Labridae (Scarinae),Chlorurus sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,W,5,Siganidae,Siganus doliatus,3.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.6013156471891167
2022-11-28,W,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,BH,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,BH,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,BH,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,BH,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,BH,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,BH,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,5,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,5,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,5,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,5,Siganidae,Siganus fuscescens,3.5,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.4680463859457854
2022-11-28,DM,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,DM,5,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,BQ,5,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BQ,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BQ,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,DL,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,5,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,DL,3,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,3,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,3,Labridae,Stethojulis strigiventer,7,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,5.431407040452962
2022-11-28,DL,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DL,3,Blenniidae,Petroscirtes sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,DM,3,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-28,DM,3,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,DM,3,Siganidae,Siganus fuscescens,3,1,compressed,481,1,3,29.5,0.01,3.07,7.2,Siganidae,0.2915830349345248
2022-11-28,W,2,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,W,2,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,W,2,Labridae,Stethojulis strigiventer,5,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,2.060931741786726
2022-11-28,W,2,Labridae,Stethojulis strigiventer,3,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,0.47330294772439274
2022-11-28,W,2,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Blenniidae,Petroscirtes sp.,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Mullidae,Mulloidichthys flavolineatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Lethrinidae,Lethrinus variegatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,W,2,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-11-28,W,2,Lethrinidae,Lethrinus variegatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,2,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,2,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,2,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,2,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,BH,2,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-28,BH,2,Labridae,Stethojulis strigiventer,5,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,2.060931741786726
2022-11-28,BH,2,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-11-28,BH,2,Lethrinidae,Lethrinus atkinsoni,7,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,7.709567196694524
2022-11-29,BH,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,4,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,4,Labridae,Stethojulis strigiventer,5,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,2.060931741786726
2022-11-29,BH,4,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,4,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-29,DM,1,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,1,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-29,DM,1,Siganidae,Siganus doliatus,2,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.09646462621526083
2022-11-29,DL,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,1,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-11-29,BQ,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Blenniidae,Petroscirtes sp.,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,1,Lethrinidae,Lethrinus atkinsoni,2,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.16679452173457943
2022-11-29,BH,1,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-29,BH,1,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,1,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,1,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BQ,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-29,W,3,Siganidae,Siganus doliatus,2,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.09646462621526083
2022-11-29,W,3,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-29,W,3,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Pomacentridae,Pomacentrus tripunctatus,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Siganidae,Siganus lineatus,3,1,compressed,817,1,5.5,35,0.02,3,5.9,Siganidae,0.54
2022-11-29,W,3,Lutjanidae,Lutjanus carponotatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,3,Syngnathidae,Corythoichthys sp.,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-29,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Labridae,Halichoeres miniatus,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Labridae,Halichoeres miniatus,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Labridae,Halichoeres nebulosus,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,BH,3,Lethrinidae,Lethrinus atkinsoni,1.5,1,compressed,2038,0.99,4.2,45.5,0.02,3.06,6.3,Lethrinidae,0.06916227149721181
2022-11-29,W,4,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-29,W,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-29,W,4,Labridae,Halichoeres miniatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,4,Blenniidae,Petroscirtes sp.,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,4,Labridae,Stethojulis strigiventer,3,1,cylindrical,147,0.97,2.5,11.5,0.02,2.88,12.6,Labridae,0.47330294772439274
2022-11-29,W,4,Lethrinidae,Lethrinus nebulosus,7,1,compressed,2980,1,3.5,69.5,0.02,3,6.1,Lethrinidae,6.86
2022-11-29,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,4,Labridae,Halichoeres miniatus,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,4,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,4,Lethrinidae,Lethrinus variegatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DL,4,Siganidae,Siganus doliatus,2,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.09646462621526083
2022-11-29,DL,4,Siganidae,Siganus doliatus,5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,1.9303315730552044
2022-11-29,DL,4,Siganidae,Siganus doliatus,3,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.36323400808492984
2022-11-29,DM,4,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Siganidae,Siganus doliatus,2.5,1,compressed,669,0.98,2,22.5,0.01,3.27,6.1,Siganidae,0.20010771292967736
2022-11-29,DM,4,Lethrinidae,Lethrinus variegatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Blenniidae,Petroscirtes sp.,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,DM,4,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,5,Labridae,Halichoeres miniatus,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,5,Labridae,Halichoeres miniatus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,W,5,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
