Treatment,Replicate,Date,Species,abundance,plot.weight,plotID,Density,Day,Family
BH,4,2022-11-26,Lethrinus atkinsoni,0,387,BH4,9,2,Lethrinidae
BH,4,2022-11-26,Petroscirtes sp.,0,387,BH4,9,2,Blenniidae
BH,4,2022-11-26,Pomacentrus tripunctatus,0,387,BH4,9,2,Pomacentridae
BH,4,2022-11-26,Siganus doliatus,0,387,BH4,9,2,Siganidae
BH,4,2022-11-26,Siganus fuscescens,0,387,BH4,9,2,Siganidae
BH,4,2022-11-27,Halichoeres miniatus,5,387,BH4,9,3,Labridae
BH,4,2022-11-27,Lethrinus atkinsoni,0,387,BH4,9,3,Lethrinidae
BH,4,2022-11-27,Petroscirtes sp.,0,387,BH4,9,3,Blenniidae
BH,4,2022-11-27,Pomacentrus tripunctatus,0,387,BH4,9,3,Pomacentridae
BH,4,2022-11-27,Siganus doliatus,0,387,BH4,9,3,Siganidae
BH,4,2022-11-27,Siganus fuscescens,0,387,BH4,9,3,Siganidae
BH,4,2022-11-28,Halichoeres miniatus,1,387,BH4,9,4,Labridae
BH,4,2022-11-28,Lethrinus atkinsoni,0,387,BH4,9,4,Lethrinidae
BH,4,2022-11-28,Petroscirtes sp.,1,387,BH4,9,4,Blenniidae
BH,4,2022-11-28,Pomacentrus tripunctatus,1,387,BH4,9,4,Pomacentridae
BH,4,2022-11-28,Siganus doliatus,0,387,BH4,9,4,Siganidae
BH,4,2022-11-28,Siganus fuscescens,0,387,BH4,9,4,Siganidae
BH,4,2022-11-29,Halichoeres miniatus,5,387,BH4,9,5,Labridae
BH,4,2022-11-29,Lethrinus atkinsoni,0,387,BH4,9,5,Lethrinidae
BH,4,2022-11-29,Petroscirtes sp.,1,387,BH4,9,5,Blenniidae
BH,4,2022-11-29,Pomacentrus tripunctatus,1,387,BH4,9,5,Pomacentridae
BH,4,2022-11-29,Siganus doliatus,0,387,BH4,9,5,Siganidae
BH,4,2022-11-29,Siganus fuscescens,0,387,BH4,9,5,Siganidae
BH,4,2022-11-30,Halichoeres miniatus,5,387,BH4,9,6,Labridae
BH,4,2022-11-30,Lethrinus atkinsoni,0,387,BH4,9,6,Lethrinidae
BH,4,2022-11-30,Petroscirtes sp.,1,387,BH4,9,6,Blenniidae
BH,4,2022-11-30,Pomacentrus tripunctatus,1,387,BH4,9,6,Pomacentridae
BH,4,2022-11-30,Siganus doliatus,0,387,BH4,9,6,Siganidae
BH,4,2022-11-30,Siganus fuscescens,0,387,BH4,9,6,Siganidae
BH,4,2022-12-01,Halichoeres miniatus,5,387,BH4,9,7,Labridae
BH,4,2022-12-01,Lethrinus atkinsoni,1,387,BH4,9,7,Lethrinidae
BH,4,2022-12-01,Petroscirtes sp.,2,387,BH4,9,7,Blenniidae
BH,4,2022-12-01,Pomacentrus tripunctatus,2,387,BH4,9,7,Pomacentridae
BH,4,2022-12-01,Siganus doliatus,0,387,BH4,9,7,Siganidae
BH,4,2022-12-01,Siganus fuscescens,0,387,BH4,9,7,Siganidae
BH,4,2022-12-02,Halichoeres miniatus,5,387,BH4,9,8,Labridae
BH,4,2022-12-02,Lethrinus atkinsoni,0,387,BH4,9,8,Lethrinidae
BH,4,2022-12-02,Petroscirtes sp.,2,387,BH4,9,8,Blenniidae
BH,4,2022-12-02,Pomacentrus tripunctatus,2,387,BH4,9,8,Pomacentridae
BH,4,2022-12-02,Siganus doliatus,0,387,BH4,9,8,Siganidae
BH,4,2022-12-02,Siganus fuscescens,0,387,BH4,9,8,Siganidae
BH,4,2022-12-03,Halichoeres miniatus,5,387,BH4,9,9,Labridae
BH,4,2022-12-03,Lethrinus atkinsoni,0,387,BH4,9,9,Lethrinidae
BH,4,2022-12-03,Petroscirtes sp.,1,387,BH4,9,9,Blenniidae
BH,4,2022-12-03,Pomacentrus tripunctatus,2,387,BH4,9,9,Pomacentridae
BH,4,2022-12-03,Siganus doliatus,0,387,BH4,9,9,Siganidae
BH,4,2022-12-03,Siganus fuscescens,0,387,BH4,9,9,Siganidae
BH,4,2022-12-04,Halichoeres miniatus,4,387,BH4,9,10,Labridae
BH,4,2022-12-04,Lethrinus atkinsoni,0,387,BH4,9,10,Lethrinidae
BH,4,2022-12-04,Petroscirtes sp.,0,387,BH4,9,10,Blenniidae
BH,4,2022-12-04,Pomacentrus tripunctatus,4,387,BH4,9,10,Pomacentridae
BH,4,2022-12-04,Siganus doliatus,1,387,BH4,9,10,Siganidae
BH,4,2022-12-04,Siganus fuscescens,0,387,BH4,9,10,Siganidae
BH,4,2022-12-05,Halichoeres miniatus,4,387,BH4,9,11,Labridae
BH,4,2022-12-05,Lethrinus atkinsoni,0,387,BH4,9,11,Lethrinidae
BH,4,2022-12-05,Petroscirtes sp.,0,387,BH4,9,11,Blenniidae
BH,4,2022-12-05,Pomacentrus tripunctatus,4,387,BH4,9,11,Pomacentridae
BH,4,2022-12-05,Siganus doliatus,1,387,BH4,9,11,Siganidae
BH,4,2022-12-05,Siganus fuscescens,0,387,BH4,9,11,Siganidae
BH,4,2022-12-06,Halichoeres miniatus,6,387,BH4,9,12,Labridae
BH,4,2022-12-06,Lethrinus atkinsoni,0,387,BH4,9,12,Lethrinidae
BH,4,2022-12-06,Petroscirtes sp.,0,387,BH4,9,12,Blenniidae
BH,4,2022-12-06,Pomacentrus tripunctatus,4,387,BH4,9,12,Pomacentridae
BH,4,2022-12-06,Siganus doliatus,0,387,BH4,9,12,Siganidae
BH,4,2022-12-06,Siganus fuscescens,0,387,BH4,9,12,Siganidae
BH,4,2022-12-07,Halichoeres miniatus,4,387,BH4,9,13,Labridae
BH,4,2022-12-07,Lethrinus atkinsoni,0,387,BH4,9,13,Lethrinidae
BH,4,2022-12-07,Petroscirtes sp.,1,387,BH4,9,13,Blenniidae
BH,4,2022-12-07,Pomacentrus tripunctatus,2,387,BH4,9,13,Pomacentridae
BH,4,2022-12-07,Siganus doliatus,0,387,BH4,9,13,Siganidae
BH,4,2022-12-07,Siganus fuscescens,0,387,BH4,9,13,Siganidae
BH,4,2022-12-08,Halichoeres miniatus,6,387,BH4,9,14,Labridae
BH,4,2022-12-08,Lethrinus atkinsoni,0,387,BH4,9,14,Lethrinidae
BH,4,2022-12-08,Petroscirtes sp.,1,387,BH4,9,14,Blenniidae
BH,4,2022-12-08,Pomacentrus tripunctatus,2,387,BH4,9,14,Pomacentridae
BH,4,2022-12-08,Siganus doliatus,0,387,BH4,9,14,Siganidae
BH,4,2022-12-08,Siganus fuscescens,0,387,BH4,9,14,Siganidae
BH,4,2022-12-09,Halichoeres miniatus,4,387,BH4,9,15,Labridae
BH,4,2022-12-09,Lethrinus atkinsoni,0,387,BH4,9,15,Lethrinidae
BH,4,2022-12-09,Petroscirtes sp.,1,387,BH4,9,15,Blenniidae
BH,4,2022-12-09,Pomacentrus tripunctatus,3,387,BH4,9,15,Pomacentridae
BH,4,2022-12-09,Siganus doliatus,0,387,BH4,9,15,Siganidae
BH,4,2022-12-09,Siganus fuscescens,0,387,BH4,9,15,Siganidae
BH,4,2022-12-10,Halichoeres miniatus,4,387,BH4,9,16,Labridae
BH,4,2022-12-10,Lethrinus atkinsoni,0,387,BH4,9,16,Lethrinidae
BH,4,2022-12-10,Petroscirtes sp.,0,387,BH4,9,16,Blenniidae
BH,4,2022-12-10,Pomacentrus tripunctatus,4,387,BH4,9,16,Pomacentridae
BH,4,2022-12-10,Siganus doliatus,0,387,BH4,9,16,Siganidae
BH,4,2022-12-10,Siganus fuscescens,0,387,BH4,9,16,Siganidae
BH,4,2022-12-11,Halichoeres miniatus,3,387,BH4,9,17,Labridae
BH,4,2022-12-11,Lethrinus atkinsoni,0,387,BH4,9,17,Lethrinidae
BH,4,2022-12-11,Petroscirtes sp.,1,387,BH4,9,17,Blenniidae
BH,4,2022-12-11,Pomacentrus tripunctatus,2,387,BH4,9,17,Pomacentridae
BH,4,2022-12-11,Siganus doliatus,0,387,BH4,9,17,Siganidae
BH,4,2022-12-11,Siganus fuscescens,1,387,BH4,9,17,Siganidae
BH,4,2022-12-12,Halichoeres miniatus,6,387,BH4,9,18,Labridae
BH,4,2022-12-12,Lethrinus atkinsoni,0,387,BH4,9,18,Lethrinidae
BH,4,2022-12-12,Petroscirtes sp.,1,387,BH4,9,18,Blenniidae
BH,4,2022-12-12,Pomacentrus tripunctatus,3,387,BH4,9,18,Pomacentridae
BH,4,2022-12-12,Siganus doliatus,1,387,BH4,9,18,Siganidae
BH,4,2022-12-12,Siganus fuscescens,0,387,BH4,9,18,Siganidae
BH,5,2022-11-25,Halichoeres miniatus,3,371,BH5,9,1,Labridae
BH,5,2022-11-25,Lethrinus atkinsoni,2,371,BH5,9,1,Lethrinidae
BH,5,2022-11-25,Petroscirtes sp.,0,371,BH5,9,1,Blenniidae
BH,5,2022-11-25,Pomacentrus tripunctatus,1,371,BH5,9,1,Pomacentridae
BH,5,2022-11-25,Siganus doliatus,2,371,BH5,9,1,Siganidae
BH,5,2022-11-25,Siganus fuscescens,1,371,BH5,9,1,Siganidae
BH,5,2022-11-26,Halichoeres miniatus,2,371,BH5,9,2,Labridae
BH,5,2022-11-26,Lethrinus atkinsoni,1,371,BH5,9,2,Lethrinidae
BH,5,2022-11-26,Petroscirtes sp.,2,371,BH5,9,2,Blenniidae
BH,5,2022-11-26,Pomacentrus tripunctatus,2,371,BH5,9,2,Pomacentridae
BH,5,2022-11-26,Siganus doliatus,6,371,BH5,9,2,Siganidae
BH,5,2022-11-26,Siganus fuscescens,2,371,BH5,9,2,Siganidae
BH,5,2022-11-27,Halichoeres miniatus,1,371,BH5,9,3,Labridae
BH,5,2022-11-27,Lethrinus atkinsoni,1,371,BH5,9,3,Lethrinidae
BH,5,2022-11-27,Petroscirtes sp.,1,371,BH5,9,3,Blenniidae
BH,5,2022-11-27,Pomacentrus tripunctatus,1,371,BH5,9,3,Pomacentridae
BH,5,2022-11-27,Siganus doliatus,5,371,BH5,9,3,Siganidae
BH,5,2022-11-27,Siganus fuscescens,2,371,BH5,9,3,Siganidae
BH,5,2022-11-28,Halichoeres miniatus,3,371,BH5,9,4,Labridae
BH,5,2022-11-28,Lethrinus atkinsoni,0,371,BH5,9,4,Lethrinidae
BH,5,2022-11-28,Petroscirtes sp.,2,371,BH5,9,4,Blenniidae
BH,5,2022-11-28,Pomacentrus tripunctatus,0,371,BH5,9,4,Pomacentridae
BH,5,2022-11-28,Siganus doliatus,5,371,BH5,9,4,Siganidae
BH,5,2022-11-28,Siganus fuscescens,0,371,BH5,9,4,Siganidae
BH,5,2022-11-29,Halichoeres miniatus,4,371,BH5,9,5,Labridae
BH,5,2022-11-29,Lethrinus atkinsoni,0,371,BH5,9,5,Lethrinidae
BH,5,2022-11-29,Petroscirtes sp.,3,371,BH5,9,5,Blenniidae
BH,5,2022-11-29,Pomacentrus tripunctatus,0,371,BH5,9,5,Pomacentridae
BH,5,2022-11-29,Siganus doliatus,3,371,BH5,9,5,Siganidae
BH,5,2022-11-29,Siganus fuscescens,0,371,BH5,9,5,Siganidae
BH,5,2022-11-30,Halichoeres miniatus,2,371,BH5,9,6,Labridae
BH,5,2022-11-30,Lethrinus atkinsoni,0,371,BH5,9,6,Lethrinidae
BH,5,2022-11-30,Petroscirtes sp.,1,371,BH5,9,6,Blenniidae
BH,5,2022-11-30,Pomacentrus tripunctatus,1,371,BH5,9,6,Pomacentridae
BH,5,2022-11-30,Siganus doliatus,2,371,BH5,9,6,Siganidae
BH,5,2022-11-30,Siganus fuscescens,1,371,BH5,9,6,Siganidae
BH,5,2022-12-01,Halichoeres miniatus,4,371,BH5,9,7,Labridae
BH,5,2022-12-01,Lethrinus atkinsoni,0,371,BH5,9,7,Lethrinidae
BH,5,2022-12-01,Petroscirtes sp.,3,371,BH5,9,7,Blenniidae
BH,5,2022-12-01,Pomacentrus tripunctatus,2,371,BH5,9,7,Pomacentridae
BH,5,2022-12-01,Siganus doliatus,2,371,BH5,9,7,Siganidae
BH,5,2022-12-01,Siganus fuscescens,0,371,BH5,9,7,Siganidae
BH,5,2022-12-02,Halichoeres miniatus,3,371,BH5,9,8,Labridae
BH,5,2022-12-02,Lethrinus atkinsoni,0,371,BH5,9,8,Lethrinidae
BH,5,2022-12-02,Petroscirtes sp.,1,371,BH5,9,8,Blenniidae
BH,5,2022-12-02,Pomacentrus tripunctatus,1,371,BH5,9,8,Pomacentridae
BH,5,2022-12-02,Siganus doliatus,3,371,BH5,9,8,Siganidae
BH,5,2022-12-02,Siganus fuscescens,0,371,BH5,9,8,Siganidae
BH,5,2022-12-03,Halichoeres miniatus,3,371,BH5,9,9,Labridae
BH,5,2022-12-03,Lethrinus atkinsoni,0,371,BH5,9,9,Lethrinidae
BH,5,2022-12-03,Petroscirtes sp.,2,371,BH5,9,9,Blenniidae
BH,5,2022-12-03,Pomacentrus tripunctatus,1,371,BH5,9,9,Pomacentridae
BH,5,2022-12-03,Siganus doliatus,1,371,BH5,9,9,Siganidae
BH,5,2022-12-03,Siganus fuscescens,0,371,BH5,9,9,Siganidae
BH,5,2022-12-04,Halichoeres miniatus,4,371,BH5,9,10,Labridae
BH,5,2022-12-04,Lethrinus atkinsoni,0,371,BH5,9,10,Lethrinidae
BH,5,2022-12-04,Petroscirtes sp.,3,371,BH5,9,10,Blenniidae
BH,5,2022-12-04,Pomacentrus tripunctatus,2,371,BH5,9,10,Pomacentridae
BH,5,2022-12-04,Siganus doliatus,1,371,BH5,9,10,Siganidae
BH,5,2022-12-04,Siganus fuscescens,0,371,BH5,9,10,Siganidae
BH,5,2022-12-05,Halichoeres miniatus,4,371,BH5,9,11,Labridae
BH,5,2022-12-05,Lethrinus atkinsoni,0,371,BH5,9,11,Lethrinidae
BH,5,2022-12-05,Petroscirtes sp.,0,371,BH5,9,11,Blenniidae
BH,5,2022-12-05,Pomacentrus tripunctatus,3,371,BH5,9,11,Pomacentridae
BH,5,2022-12-05,Siganus doliatus,1,371,BH5,9,11,Siganidae
BH,5,2022-12-05,Siganus fuscescens,0,371,BH5,9,11,Siganidae
BH,5,2022-12-06,Halichoeres miniatus,5,371,BH5,9,12,Labridae
BH,5,2022-12-06,Lethrinus atkinsoni,2,371,BH5,9,12,Lethrinidae
BH,5,2022-12-06,Petroscirtes sp.,0,371,BH5,9,12,Blenniidae
BH,5,2022-12-06,Pomacentrus tripunctatus,4,371,BH5,9,12,Pomacentridae
BH,5,2022-12-06,Siganus doliatus,1,371,BH5,9,12,Siganidae
BH,5,2022-12-06,Siganus fuscescens,0,371,BH5,9,12,Siganidae
BH,5,2022-12-07,Halichoeres miniatus,6,371,BH5,9,13,Labridae
BH,5,2022-12-07,Lethrinus atkinsoni,3,371,BH5,9,13,Lethrinidae
BH,5,2022-12-07,Petroscirtes sp.,1,371,BH5,9,13,Blenniidae
BH,5,2022-12-07,Pomacentrus tripunctatus,2,371,BH5,9,13,Pomacentridae
BH,5,2022-12-07,Siganus doliatus,1,371,BH5,9,13,Siganidae
BH,5,2022-12-07,Siganus fuscescens,1,371,BH5,9,13,Siganidae
BH,5,2022-12-08,Halichoeres miniatus,4,371,BH5,9,14,Labridae
BH,5,2022-12-08,Lethrinus atkinsoni,1,371,BH5,9,14,Lethrinidae
BH,5,2022-12-08,Petroscirtes sp.,0,371,BH5,9,14,Blenniidae
BH,5,2022-12-08,Pomacentrus tripunctatus,4,371,BH5,9,14,Pomacentridae
BH,5,2022-12-08,Siganus doliatus,1,371,BH5,9,14,Siganidae
BH,5,2022-12-08,Siganus fuscescens,1,371,BH5,9,14,Siganidae
BH,5,2022-12-09,Halichoeres miniatus,10,371,BH5,9,15,Labridae
BH,5,2022-12-09,Lethrinus atkinsoni,0,371,BH5,9,15,Lethrinidae
BH,5,2022-12-09,Petroscirtes sp.,3,371,BH5,9,15,Blenniidae
BH,5,2022-12-09,Pomacentrus tripunctatus,3,371,BH5,9,15,Pomacentridae
BH,5,2022-12-09,Siganus doliatus,1,371,BH5,9,15,Siganidae
BH,5,2022-12-09,Siganus fuscescens,1,371,BH5,9,15,Siganidae
BH,5,2022-12-10,Halichoeres miniatus,8,371,BH5,9,16,Labridae
BH,5,2022-12-10,Lethrinus atkinsoni,0,371,BH5,9,16,Lethrinidae
BH,5,2022-12-10,Petroscirtes sp.,1,371,BH5,9,16,Blenniidae
BH,5,2022-12-10,Pomacentrus tripunctatus,4,371,BH5,9,16,Pomacentridae
BH,5,2022-12-10,Siganus doliatus,1,371,BH5,9,16,Siganidae
BH,5,2022-12-10,Siganus fuscescens,1,371,BH5,9,16,Siganidae
BH,5,2022-12-11,Halichoeres miniatus,8,371,BH5,9,17,Labridae
BH,5,2022-12-11,Lethrinus atkinsoni,0,371,BH5,9,17,Lethrinidae
BH,5,2022-12-11,Petroscirtes sp.,2,371,BH5,9,17,Blenniidae
BH,5,2022-12-11,Pomacentrus tripunctatus,3,371,BH5,9,17,Pomacentridae
BH,5,2022-12-11,Siganus doliatus,1,371,BH5,9,17,Siganidae
BH,5,2022-12-11,Siganus fuscescens,0,371,BH5,9,17,Siganidae
BH,5,2022-12-12,Halichoeres miniatus,7,371,BH5,9,18,Labridae
BH,5,2022-12-12,Lethrinus atkinsoni,0,371,BH5,9,18,Lethrinidae
BH,5,2022-12-12,Petroscirtes sp.,0,371,BH5,9,18,Blenniidae
BH,5,2022-12-12,Pomacentrus tripunctatus,4,371,BH5,9,18,Pomacentridae
BH,5,2022-12-12,Siganus doliatus,0,371,BH5,9,18,Siganidae
BH,5,2022-12-12,Siganus fuscescens,0,371,BH5,9,18,Siganidae
BQ,1,2022-11-25,Halichoeres miniatus,0,160.5,BQ1,9,1,Labridae
BQ,1,2022-11-25,Lethrinus atkinsoni,0,160.5,BQ1,9,1,Lethrinidae
BQ,1,2022-11-25,Petroscirtes sp.,0,160.5,BQ1,9,1,Blenniidae
BQ,1,2022-11-25,Pomacentrus tripunctatus,0,160.5,BQ1,9,1,Pomacentridae
BQ,1,2022-11-25,Siganus doliatus,0,160.5,BQ1,9,1,Siganidae
BQ,1,2022-11-25,Siganus fuscescens,0,160.5,BQ1,9,1,Siganidae
BQ,1,2022-11-26,Halichoeres miniatus,1,160.5,BQ1,9,2,Labridae
BQ,1,2022-11-26,Lethrinus atkinsoni,0,160.5,BQ1,9,2,Lethrinidae
BQ,1,2022-11-26,Petroscirtes sp.,0,160.5,BQ1,9,2,Blenniidae
BQ,1,2022-11-26,Pomacentrus tripunctatus,0,160.5,BQ1,9,2,Pomacentridae
BQ,1,2022-11-26,Siganus doliatus,0,160.5,BQ1,9,2,Siganidae
BQ,1,2022-11-26,Siganus fuscescens,0,160.5,BQ1,9,2,Siganidae
BQ,1,2022-11-27,Halichoeres miniatus,3,160.5,BQ1,9,3,Labridae
BQ,1,2022-11-27,Lethrinus atkinsoni,1,160.5,BQ1,9,3,Lethrinidae
BQ,1,2022-11-27,Petroscirtes sp.,1,160.5,BQ1,9,3,Blenniidae
BQ,1,2022-11-27,Pomacentrus tripunctatus,1,160.5,BQ1,9,3,Pomacentridae
BQ,1,2022-11-27,Siganus doliatus,0,160.5,BQ1,9,3,Siganidae
BQ,1,2022-11-27,Siganus fuscescens,0,160.5,BQ1,9,3,Siganidae
BQ,1,2022-11-28,Halichoeres miniatus,2,160.5,BQ1,9,4,Labridae
BQ,1,2022-11-28,Lethrinus atkinsoni,1,160.5,BQ1,9,4,Lethrinidae
BQ,1,2022-11-28,Petroscirtes sp.,0,160.5,BQ1,9,4,Blenniidae
BQ,1,2022-11-28,Pomacentrus tripunctatus,0,160.5,BQ1,9,4,Pomacentridae
BQ,1,2022-11-28,Siganus doliatus,0,160.5,BQ1,9,4,Siganidae
BQ,1,2022-11-28,Siganus fuscescens,0,160.5,BQ1,9,4,Siganidae
BQ,1,2022-11-29,Halichoeres miniatus,3,160.5,BQ1,9,5,Labridae
BQ,1,2022-11-29,Lethrinus atkinsoni,1,160.5,BQ1,9,5,Lethrinidae
BQ,1,2022-11-29,Petroscirtes sp.,5,160.5,BQ1,9,5,Blenniidae
BQ,1,2022-11-29,Pomacentrus tripunctatus,1,160.5,BQ1,9,5,Pomacentridae
BQ,1,2022-11-29,Siganus doliatus,0,160.5,BQ1,9,5,Siganidae
BQ,1,2022-11-29,Siganus fuscescens,0,160.5,BQ1,9,5,Siganidae
BQ,1,2022-11-30,Halichoeres miniatus,3,160.5,BQ1,9,6,Labridae
BQ,1,2022-11-30,Lethrinus atkinsoni,0,160.5,BQ1,9,6,Lethrinidae
BQ,1,2022-11-30,Petroscirtes sp.,1,160.5,BQ1,9,6,Blenniidae
BQ,1,2022-11-30,Pomacentrus tripunctatus,0,160.5,BQ1,9,6,Pomacentridae
BQ,1,2022-11-30,Siganus doliatus,0,160.5,BQ1,9,6,Siganidae
BQ,1,2022-11-30,Siganus fuscescens,0,160.5,BQ1,9,6,Siganidae
BQ,1,2022-12-01,Halichoeres miniatus,4,160.5,BQ1,9,7,Labridae
BQ,1,2022-12-01,Lethrinus atkinsoni,1,160.5,BQ1,9,7,Lethrinidae
BQ,1,2022-12-01,Petroscirtes sp.,4,160.5,BQ1,9,7,Blenniidae
BQ,1,2022-12-01,Pomacentrus tripunctatus,0,160.5,BQ1,9,7,Pomacentridae
BQ,1,2022-12-01,Siganus doliatus,0,160.5,BQ1,9,7,Siganidae
BQ,1,2022-12-01,Siganus fuscescens,0,160.5,BQ1,9,7,Siganidae
BQ,1,2022-12-02,Halichoeres miniatus,2,160.5,BQ1,9,8,Labridae
BQ,1,2022-12-02,Lethrinus atkinsoni,0,160.5,BQ1,9,8,Lethrinidae
BQ,1,2022-12-02,Petroscirtes sp.,0,160.5,BQ1,9,8,Blenniidae
BQ,1,2022-12-02,Pomacentrus tripunctatus,0,160.5,BQ1,9,8,Pomacentridae
BQ,1,2022-12-02,Siganus doliatus,0,160.5,BQ1,9,8,Siganidae
BQ,1,2022-12-02,Siganus fuscescens,0,160.5,BQ1,9,8,Siganidae
BQ,1,2022-12-03,Halichoeres miniatus,1,160.5,BQ1,9,9,Labridae
BQ,1,2022-12-03,Lethrinus atkinsoni,0,160.5,BQ1,9,9,Lethrinidae
BQ,1,2022-12-03,Petroscirtes sp.,1,160.5,BQ1,9,9,Blenniidae
BQ,1,2022-12-03,Pomacentrus tripunctatus,0,160.5,BQ1,9,9,Pomacentridae
BQ,1,2022-12-03,Siganus doliatus,0,160.5,BQ1,9,9,Siganidae
BQ,1,2022-12-03,Siganus fuscescens,0,160.5,BQ1,9,9,Siganidae
BQ,1,2022-12-04,Halichoeres miniatus,3,160.5,BQ1,9,10,Labridae
BQ,1,2022-12-04,Lethrinus atkinsoni,0,160.5,BQ1,9,10,Lethrinidae
BQ,1,2022-12-04,Petroscirtes sp.,3,160.5,BQ1,9,10,Blenniidae
BQ,1,2022-12-04,Pomacentrus tripunctatus,0,160.5,BQ1,9,10,Pomacentridae
BQ,1,2022-12-04,Siganus doliatus,0,160.5,BQ1,9,10,Siganidae
BQ,1,2022-12-04,Siganus fuscescens,0,160.5,BQ1,9,10,Siganidae
BQ,1,2022-12-05,Halichoeres miniatus,2,160.5,BQ1,9,11,Labridae
BQ,1,2022-12-05,Lethrinus atkinsoni,0,160.5,BQ1,9,11,Lethrinidae
BQ,1,2022-12-05,Petroscirtes sp.,0,160.5,BQ1,9,11,Blenniidae
BQ,1,2022-12-05,Pomacentrus tripunctatus,0,160.5,BQ1,9,11,Pomacentridae
BQ,1,2022-12-05,Siganus doliatus,0,160.5,BQ1,9,11,Siganidae
BQ,1,2022-12-05,Siganus fuscescens,0,160.5,BQ1,9,11,Siganidae
BQ,1,2022-12-06,Halichoeres miniatus,1,160.5,BQ1,9,12,Labridae
BQ,1,2022-12-06,Lethrinus atkinsoni,0,160.5,BQ1,9,12,Lethrinidae
BQ,1,2022-12-06,Petroscirtes sp.,6,160.5,BQ1,9,12,Blenniidae
BQ,1,2022-12-06,Pomacentrus tripunctatus,0,160.5,BQ1,9,12,Pomacentridae
BQ,1,2022-12-06,Siganus doliatus,0,160.5,BQ1,9,12,Siganidae
BQ,1,2022-12-06,Siganus fuscescens,0,160.5,BQ1,9,12,Siganidae
BQ,1,2022-12-07,Halichoeres miniatus,2,160.5,BQ1,9,13,Labridae
BQ,1,2022-12-07,Lethrinus atkinsoni,0,160.5,BQ1,9,13,Lethrinidae
BQ,1,2022-12-07,Petroscirtes sp.,4,160.5,BQ1,9,13,Blenniidae
BQ,1,2022-12-07,Pomacentrus tripunctatus,0,160.5,BQ1,9,13,Pomacentridae
BQ,1,2022-12-07,Siganus doliatus,1,160.5,BQ1,9,13,Siganidae
BQ,1,2022-12-07,Siganus fuscescens,0,160.5,BQ1,9,13,Siganidae
BQ,1,2022-12-08,Halichoeres miniatus,4,160.5,BQ1,9,14,Labridae
BQ,1,2022-12-08,Lethrinus atkinsoni,0,160.5,BQ1,9,14,Lethrinidae
BQ,1,2022-12-08,Petroscirtes sp.,3,160.5,BQ1,9,14,Blenniidae
BQ,1,2022-12-08,Pomacentrus tripunctatus,0,160.5,BQ1,9,14,Pomacentridae
BQ,1,2022-12-08,Siganus doliatus,0,160.5,BQ1,9,14,Siganidae
BQ,1,2022-12-08,Siganus fuscescens,0,160.5,BQ1,9,14,Siganidae
BQ,1,2022-12-09,Halichoeres miniatus,2,160.5,BQ1,9,15,Labridae
BQ,1,2022-12-09,Lethrinus atkinsoni,0,160.5,BQ1,9,15,Lethrinidae
BQ,1,2022-12-09,Petroscirtes sp.,6,160.5,BQ1,9,15,Blenniidae
BQ,1,2022-12-09,Pomacentrus tripunctatus,0,160.5,BQ1,9,15,Pomacentridae
BQ,1,2022-12-09,Siganus doliatus,0,160.5,BQ1,9,15,Siganidae
BQ,1,2022-12-09,Siganus fuscescens,0,160.5,BQ1,9,15,Siganidae
BQ,1,2022-12-10,Halichoeres miniatus,4,160.5,BQ1,9,16,Labridae
BQ,1,2022-12-10,Lethrinus atkinsoni,0,160.5,BQ1,9,16,Lethrinidae
BQ,1,2022-12-10,Petroscirtes sp.,4,160.5,BQ1,9,16,Blenniidae
BQ,1,2022-12-10,Pomacentrus tripunctatus,1,160.5,BQ1,9,16,Pomacentridae
BQ,1,2022-12-10,Siganus doliatus,1,160.5,BQ1,9,16,Siganidae
BQ,1,2022-12-10,Siganus fuscescens,0,160.5,BQ1,9,16,Siganidae
BQ,1,2022-12-11,Halichoeres miniatus,2,160.5,BQ1,9,17,Labridae
BQ,1,2022-12-11,Lethrinus atkinsoni,0,160.5,BQ1,9,17,Lethrinidae
BQ,1,2022-12-11,Petroscirtes sp.,2,160.5,BQ1,9,17,Blenniidae
BQ,1,2022-12-11,Pomacentrus tripunctatus,0,160.5,BQ1,9,17,Pomacentridae
BQ,1,2022-12-11,Siganus doliatus,0,160.5,BQ1,9,17,Siganidae
BQ,1,2022-12-11,Siganus fuscescens,0,160.5,BQ1,9,17,Siganidae
BQ,1,2022-12-12,Halichoeres miniatus,2,160.5,BQ1,9,18,Labridae
BQ,1,2022-12-12,Lethrinus atkinsoni,0,160.5,BQ1,9,18,Lethrinidae
BQ,1,2022-12-12,Petroscirtes sp.,0,160.5,BQ1,9,18,Blenniidae
BQ,1,2022-12-12,Pomacentrus tripunctatus,0,160.5,BQ1,9,18,Pomacentridae
BQ,1,2022-12-12,Siganus doliatus,0,160.5,BQ1,9,18,Siganidae
BQ,1,2022-12-12,Siganus fuscescens,0,160.5,BQ1,9,18,Siganidae
BQ,2,2022-11-25,Halichoeres miniatus,3,177.2,BQ2,9,1,Labridae
BQ,2,2022-11-25,Lethrinus atkinsoni,0,177.2,BQ2,9,1,Lethrinidae
BQ,2,2022-11-25,Petroscirtes sp.,2,177.2,BQ2,9,1,Blenniidae
BQ,2,2022-11-25,Pomacentrus tripunctatus,0,177.2,BQ2,9,1,Pomacentridae
